0.52755E+07 0.158991E+49 0.155754E+49 5000
0.50206E+07 0.122735E+49 0.115322E+49 5040
0.49740E+07 0.920407E+48 0.832016E+48 5080
0.43265E+07 0.963499E+48 0.861792E+48 5120
0.37721E+07 0.127330E+49 0.115765E+49 5160
0.33162E+07 0.182480E+49 0.169363E+49 5200
0.27677E+07 0.280594E+49 0.265905E+49 5240
0.19092E+07 0.383988E+49 0.366915E+49 5280
0.11585E+07 0.752920E+49 0.754447E+49 5320
0.99568E+06 0.866546E+49 0.881136E+49 5360
0.75872E+06 0.630845E+49 0.631109E+49 5400
0.59725E+06 0.832799E+49 0.861633E+49 5440
0.49542E+06 0.106622E+50 0.113394E+50 5480
0.40265E+06 0.135004E+50 0.147471E+50 5520
0.35804E+06 0.117227E+50 0.127260E+50 5560
