  3.391003E-01
  0.00E+00  1.00E+00  1.019122E+54  7.679086E+53  8.934472E+53  9.427190E+47  7.103390E+47  8.264660E+47
  1.00E+00  2.50E+00  9.540795E+54  6.415647E+54  6.936176E+54  2.755770E+49  1.853100E+49  2.003450E+49
  2.50E+00  4.50E+00  3.391406E+55  2.186406E+55  1.740751E+55  1.927500E+50  1.242640E+50  9.893530E+49
  4.50E+00  7.00E+00  7.483697E+55  5.562099E+55  2.685093E+55  6.948560E+50  5.164370E+50  2.493090E+50
  7.00E+00  1.00E+01  1.114506E+56  1.043925E+56  3.230670E+55  1.525670E+51  1.429050E+51  4.422530E+50
  1.00E+01  1.40E+01  1.206293E+56  1.423474E+56  3.254721E+55  2.329980E+51  2.749470E+51  6.286560E+50
  1.40E+01  1.90E+01  9.368452E+55  1.336269E+56  2.667864E+55  2.486130E+51  3.546090E+51  7.079780E+50
  1.90E+01  2.50E+01  5.021145E+55  8.288715E+55  1.707684E+55  1.775350E+51  2.930680E+51  6.037940E+50
  2.50E+01  3.20E+01  1.816288E+55  3.390259E+55  8.401734E+54  8.314480E+50  1.551970E+51  3.846090E+50
  3.20E+01  4.00E+01  4.396035E+54  9.159092E+54  3.193359E+54  2.540810E+50  5.293750E+50  1.845690E+50
  4.00E+01  4.80E+01  7.953258E+53  1.820371E+54  1.021048E+54  5.614510E+49  1.285070E+50  7.207970E+49
  4.80E+01  5.80E+01  9.860885E+52  2.443485E+53  2.572350E+53  8.385940E+48  2.078000E+49  2.187590E+49
  5.80E+01  6.80E+01  8.655008E+51  2.283934E+52  5.136756E+52  8.745410E+47  2.307790E+48  5.190410E+48
  6.80E+01  8.00E+01  5.371327E+50  1.493100E+51  8.147397E+51  6.375370E+46  1.772200E+47  9.670360E+47
  8.00E+01  9.50E+01  1.671026E+49  4.867400E+49  7.715437E+50  2.345520E+45  6.832080E+45  1.082970E+47
  9.50E+01  1.15E+02  1.794141E+47  5.505988E+47  3.324406E+49  3.022860E+43  9.276770E+43  5.601130E+45
  1.15E+02  1.45E+02  2.737017E+44  9.046664E+44  3.153592E+47  5.713460E+40  1.888470E+41  6.583050E+43
  1.45E+02  1.85E+02  3.618428E+40  1.311624E+41  3.894954E+44  9.589180E+36  3.475930E+37  1.032200E+41
  1.85E+02  2.35E+02  4.801548E+35  1.944960E+36  5.708693E+40  1.619350E+32  6.559490E+32  1.925290E+37
  2.35E+02  3.00E+02  4.472449E+29  1.950288E+30  6.009916E+35  1.921550E+26  8.379250E+26  2.582110E+32
 
  3.391096E-01
  0.00E+00  1.00E+00  1.020008E+54  7.685865E+53  8.942428E+53  9.435390E+47  7.109660E+47  8.272020E+47
  1.00E+00  2.50E+00  9.548550E+54  6.421117E+54  6.942269E+54  2.758010E+49  1.854680E+49  2.005210E+49
  2.50E+00  4.50E+00  3.393781E+55  2.188112E+55  1.742224E+55  1.928850E+50  1.243610E+50  9.901900E+49
  4.50E+00  7.00E+00  7.487789E+55  5.565944E+55  2.687215E+55  6.952360E+50  5.167940E+50  2.495060E+50
  7.00E+00  1.00E+01  1.115017E+56  1.044568E+56  3.233022E+55  1.526370E+51  1.429930E+51  4.425750E+50
  1.00E+01  1.40E+01  1.206676E+56  1.424184E+56  3.256755E+55  2.330720E+51  2.750840E+51  6.290490E+50
  1.40E+01  1.90E+01  9.370675E+55  1.336883E+56  2.669251E+55  2.486720E+51  3.547720E+51  7.083460E+50
  1.90E+01  2.50E+01  5.022390E+55  8.293042E+55  1.708417E+55  1.775790E+51  2.932210E+51  6.040530E+50
  2.50E+01  3.20E+01  1.817358E+55  3.393426E+55  8.405557E+54  8.319380E+50  1.553420E+51  3.847840E+50
  3.20E+01  4.00E+01  4.403579E+54  9.177812E+54  3.195383E+54  2.545170E+50  5.304570E+50  1.846860E+50
  4.00E+01  4.80E+01  7.991675E+53  1.829437E+54  1.022613E+54  5.641630E+49  1.291470E+50  7.219020E+49
  4.80E+01  5.80E+01  9.929039E+52  2.461006E+53  2.576478E+53  8.443900E+48  2.092900E+49  2.191100E+49
  5.80E+01  6.80E+01  8.801052E+51  2.321729E+52  5.158212E+52  8.892980E+47  2.345980E+48  5.212090E+48
  6.80E+01  8.00E+01  5.499339E+50  1.528267E+51  8.190062E+51  6.527310E+46  1.813940E+47  9.721000E+47
  8.00E+01  9.50E+01  1.755456E+49  5.111764E+49  7.794659E+50  2.464030E+45  7.175080E+45  1.094090E+47
  9.50E+01  1.15E+02  1.857280E+47  5.728381E+47  3.407862E+49  3.129240E+43  9.651470E+43  5.741740E+45
  1.15E+02  1.45E+02  2.745157E+44  9.098497E+44  3.271989E+47  5.730450E+40  1.899290E+41  6.830200E+43
  1.45E+02  1.85E+02  3.628812E+40  1.319088E+41  3.892841E+44  9.616700E+36  3.495710E+37  1.031640E+41
  1.85E+02  2.35E+02  4.818390E+35  1.957766E+36  5.707329E+40  1.625030E+32  6.602680E+32  1.924830E+37
  2.35E+02  3.00E+02  4.493419E+29  1.965866E+30  6.010335E+35  1.930560E+26  8.446180E+26  2.582290E+32
 
  3.391360E-01
  0.00E+00  1.00E+00  1.023202E+54  7.710512E+53  8.971444E+53  9.464930E+47  7.132460E+47  8.298860E+47
  1.00E+00  2.50E+00  9.575451E+54  6.440747E+54  6.964427E+54  2.765780E+49  1.860350E+49  2.011610E+49
  2.50E+00  4.50E+00  3.401259E+55  2.194077E+55  1.747532E+55  1.933100E+50  1.247000E+50  9.932070E+49
  4.50E+00  7.00E+00  7.498172E+55  5.578373E+55  2.694732E+55  6.962000E+50  5.179480E+50  2.502040E+50
  7.00E+00  1.00E+01  1.116201E+56  1.046452E+56  3.241124E+55  1.527990E+51  1.432510E+51  4.436840E+50
  1.00E+01  1.40E+01  1.207308E+56  1.425897E+56  3.263325E+55  2.331940E+51  2.754150E+51  6.303180E+50
  1.40E+01  1.90E+01  9.372747E+55  1.338172E+56  2.673306E+55  2.487270E+51  3.551140E+51  7.094220E+50
  1.90E+01  2.50E+01  5.023436E+55  8.301753E+55  1.710261E+55  1.776160E+51  2.935290E+51  6.047050E+50
  2.50E+01  3.20E+01  1.820134E+55  3.402055E+55  8.415366E+54  8.332090E+50  1.557370E+51  3.852330E+50
  3.20E+01  4.00E+01  4.426504E+54  9.234597E+54  3.201266E+54  2.558420E+50  5.337390E+50  1.850260E+50
  4.00E+01  4.80E+01  8.116558E+53  1.859015E+54  1.028186E+54  5.729790E+49  1.312350E+50  7.258360E+49
  4.80E+01  5.80E+01  1.015034E+53  2.518036E+53  2.591564E+53  8.632100E+48  2.141400E+49  2.203930E+49
  5.80E+01  6.80E+01  9.265125E+51  2.444042E+52  5.238187E+52  9.361900E+47  2.469570E+48  5.292900E+48
  6.80E+01  8.00E+01  5.906255E+50  1.642655E+51  8.350745E+51  7.010290E+46  1.949710E+47  9.911720E+47
  8.00E+01  9.50E+01  2.023025E+49  5.881114E+49  8.085474E+50  2.839600E+45  8.254970E+45  1.134910E+47
  9.50E+01  1.15E+02  2.106791E+47  6.652457E+47  3.704369E+49  3.549630E+43  1.120840E+44  6.241310E+45
  1.15E+02  1.45E+02  2.815212E+44  9.433064E+44  3.718178E+47  5.876690E+40  1.969130E+41  7.761610E+43
  1.45E+02  1.85E+02  3.722526E+40  1.357551E+41  3.893143E+44  9.865050E+36  3.597640E+37  1.031720E+41
  1.85E+02  2.35E+02  4.998224E+35  2.031808E+36  5.708516E+40  1.685680E+32  6.852390E+32  1.925230E+37
  2.35E+02  3.00E+02  4.734271E+29  2.069567E+30  6.012500E+35  2.034040E+26  8.891720E+26  2.583220E+32
 
  3.391624E-01
  0.00E+00  1.00E+00  1.028000E+54  7.747917E+53  9.015713E+53  9.509310E+47  7.167060E+47  8.339810E+47
  1.00E+00  2.50E+00  9.614988E+54  6.470002E+54  6.997940E+54  2.777200E+49  1.868800E+49  2.021290E+49
  2.50E+00  4.50E+00  3.412274E+55  2.202540E+55  1.755466E+55  1.939360E+50  1.251810E+50  9.977160E+49
  4.50E+00  7.00E+00  7.515092E+55  5.594830E+55  2.705804E+55  6.977710E+50  5.194760E+50  2.512320E+50
  7.00E+00  1.00E+01  1.118604E+56  1.048790E+56  3.252899E+55  1.531280E+51  1.435710E+51  4.452960E+50
  1.00E+01  1.40E+01  1.209720E+56  1.428061E+56  3.273064E+55  2.336600E+51  2.758330E+51  6.321990E+50
  1.40E+01  1.90E+01  9.392041E+55  1.339980E+56  2.679742E+55  2.492390E+51  3.555940E+51  7.111300E+50
  1.90E+01  2.50E+01  5.037294E+55  8.318129E+55  1.713884E+55  1.781060E+51  2.941080E+51  6.059860E+50
  2.50E+01  3.20E+01  1.827959E+55  3.413960E+55  8.434502E+54  8.367910E+50  1.562820E+51  3.861090E+50
  3.20E+01  4.00E+01  4.463858E+54  9.304530E+54  3.211647E+54  2.580010E+50  5.377810E+50  1.856260E+50
  4.00E+01  4.80E+01  8.271246E+53  1.892757E+54  1.036282E+54  5.838990E+49  1.336170E+50  7.315510E+49
  4.80E+01  5.80E+01  1.041313E+53  2.582028E+53  2.613882E+53  8.855580E+48  2.195820E+49  2.222910E+49
  5.80E+01  6.80E+01  9.749317E+51  2.573519E+52  5.345694E+52  9.851150E+47  2.600400E+48  5.401530E+48
  6.80E+01  8.00E+01  6.322599E+50  1.762687E+51  8.566665E+51  7.504460E+46  2.092180E+47  1.016800E+48
  8.00E+01  9.50E+01  2.271173E+49  6.638850E+49  8.460713E+50  3.187910E+45  9.318560E+45  1.187580E+47
  9.50E+01  1.15E+02  2.393754E+47  7.825082E+47  4.077042E+49  4.033120E+43  1.318410E+44  6.869210E+45
  1.15E+02  1.45E+02  2.961044E+44  9.964663E+44  4.364039E+47  6.181110E+40  2.080100E+41  9.109830E+43
  1.45E+02  1.85E+02  3.950763E+40  1.427156E+41  3.903595E+44  1.046990E+37  3.782100E+37  1.034490E+41
  1.85E+02  2.35E+02  5.398395E+35  2.169276E+36  5.722096E+40  1.820640E+32  7.316010E+32  1.929810E+37
  2.35E+02  3.00E+02  5.212973E+29  2.260936E+30  6.024440E+35  2.239710E+26  9.713920E+26  2.588350E+32
 
  3.391891E-01
  0.00E+00  1.00E+00  1.033361E+54  7.789613E+53  9.065581E+53  9.558910E+47  7.205630E+47  8.385940E+47
  1.00E+00  2.50E+00  9.658749E+54  6.501854E+54  7.035400E+54  2.789840E+49  1.878000E+49  2.032110E+49
  2.50E+00  4.50E+00  3.424731E+55  2.211162E+55  1.764200E+55  1.946440E+50  1.256710E+50  1.002680E+50
  4.50E+00  7.00E+00  7.536094E+55  5.609811E+55  2.717802E+55  6.997210E+50  5.208670E+50  2.523460E+50
  7.00E+00  1.00E+01  1.122154E+56  1.050675E+56  3.265552E+55  1.536140E+51  1.438290E+51  4.470280E+50
  1.00E+01  1.40E+01  1.214178E+56  1.429687E+56  3.283646E+55  2.345210E+51  2.761470E+51  6.342430E+50
  1.40E+01  1.90E+01  9.432362E+55  1.341540E+56  2.687037E+55  2.503090E+51  3.560080E+51  7.130660E+50
  1.90E+01  2.50E+01  5.065492E+55  8.335975E+55  1.718344E+55  1.791030E+51  2.947390E+51  6.075630E+50
  2.50E+01  3.20E+01  1.842530E+55  3.428531E+55  8.460432E+54  8.434610E+50  1.569490E+51  3.872960E+50
  3.20E+01  4.00E+01  4.520158E+54  9.385848E+54  3.225782E+54  2.612550E+50  5.424810E+50  1.864430E+50
  4.00E+01  4.80E+01  8.461475E+53  1.929517E+54  1.046569E+54  5.973280E+49  1.362120E+50  7.388130E+49
  4.80E+01  5.80E+01  1.072757E+53  2.651558E+53  2.643080E+53  9.122990E+48  2.254950E+49  2.247740E+49
  5.80E+01  6.80E+01  1.025152E+52  2.704125E+52  5.479565E+52  1.035860E+48  2.732370E+48  5.536800E+48
  6.80E+01  8.00E+01  6.742406E+50  1.881844E+51  8.838543E+51  8.002740E+46  2.233610E+47  1.049070E+48
  8.00E+01  9.50E+01  2.496266E+49  7.337206E+49  8.922726E+50  3.503860E+45  1.029880E+46  1.252430E+47
  9.50E+01  1.15E+02  2.677477E+47  9.021627E+47  4.530376E+49  4.511150E+43  1.520010E+44  7.633010E+45
  1.15E+02  1.45E+02  3.181473E+44  1.063542E+45  5.319054E+47  6.641250E+40  2.220120E+41  1.110340E+44
  1.45E+02  1.85E+02  4.322410E+40  1.538733E+41  3.922462E+44  1.145480E+37  4.077790E+37  1.039490E+41
  1.85E+02  2.35E+02  6.036101E+35  2.393278E+36  5.745579E+40  2.035710E+32  8.071470E+32  1.937730E+37
  2.35E+02  3.00E+02  5.968300E+29  2.572167E+30  6.044689E+35  2.564230E+26  1.105110E+27  2.597050E+32
 
  3.392203E-01
  0.00E+00  1.00E+00  1.038823E+54  7.830714E+53  9.115342E+53  9.609430E+47  7.243650E+47  8.431970E+47
  1.00E+00  2.50E+00  9.704657E+54  6.532909E+54  7.072826E+54  2.803100E+49  1.886970E+49  2.042920E+49
  2.50E+00  4.50E+00  3.438437E+55  2.218886E+55  1.772944E+55  1.954230E+50  1.261100E+50  1.007650E+50
  4.50E+00  7.00E+00  7.561468E+55  5.620732E+55  2.729875E+55  7.020770E+50  5.218810E+50  2.534670E+50
  7.00E+00  1.00E+01  1.127290E+56  1.051646E+56  3.278416E+55  1.543170E+51  1.439620E+51  4.487890E+50
  1.00E+01  1.40E+01  1.221701E+56  1.430158E+56  3.294674E+55  2.359740E+51  2.762380E+51  6.363730E+50
  1.40E+01  1.90E+01  9.505278E+55  1.342471E+56  2.695015E+55  2.522440E+51  3.562550E+51  7.151830E+50
  1.90E+01  2.50E+01  5.116797E+55  8.355405E+55  1.723588E+55  1.809170E+51  2.954260E+51  6.094170E+50
  2.50E+01  3.20E+01  1.869146E+55  3.448912E+55  8.494684E+54  8.556450E+50  1.578820E+51  3.888640E+50
  3.20E+01  4.00E+01  4.612376E+54  9.493776E+54  3.244797E+54  2.665850E+50  5.487190E+50  1.875420E+50
  4.00E+01  4.80E+01  8.732575E+53  1.975102E+54  1.060158E+54  6.164660E+49  1.394300E+50  7.484060E+49
  4.80E+01  5.80E+01  1.117174E+53  2.739173E+53  2.683283E+53  9.500720E+48  2.329460E+49  2.281930E+49
  5.80E+01  6.80E+01  1.087907E+52  2.855633E+52  5.660110E+52  1.099270E+48  2.885460E+48  5.719230E+48
  6.80E+01  8.00E+01  7.257620E+50  2.019022E+51  9.214978E+51  8.614260E+46  2.396430E+47  1.093750E+48
  8.00E+01  9.50E+01  2.749700E+49  8.087184E+49  9.558074E+50  3.859590E+45  1.135150E+46  1.341610E+47
  9.50E+01  1.15E+02  3.019169E+47  1.036139E+48  5.152342E+49  5.086850E+43  1.745740E+44  8.680930E+45
  1.15E+02  1.45E+02  3.562948E+44  1.172689E+45  7.030450E+47  7.437570E+40  2.447960E+41  1.467590E+44
  1.45E+02  1.85E+02  5.005970E+40  1.751356E+41  3.956046E+44  1.326630E+37  4.641260E+37  1.048390E+41
  1.85E+02  2.35E+02  7.261936E+35  2.840004E+36  5.785253E+40  2.449130E+32  9.578080E+32  1.951110E+37
  2.35E+02  3.00E+02  7.512587E+29  3.224176E+30  6.078229E+35  3.227720E+26  1.385240E+27  2.611460E+32
 
  3.392557E-01
  0.00E+00  1.00E+00  1.043270E+54  7.861426E+53  9.153503E+53  9.650570E+47  7.272060E+47  8.467270E+47
  1.00E+00  2.50E+00  9.744575E+54  6.555759E+54  7.101873E+54  2.814630E+49  1.893570E+49  2.051310E+49
  2.50E+00  4.50E+00  3.451387E+55  2.223865E+55  1.779947E+55  1.961590E+50  1.263930E+50  1.011630E+50
  4.50E+00  7.00E+00  7.586336E+55  5.623855E+55  2.739762E+55  7.043860E+50  5.221710E+50  2.543850E+50
  7.00E+00  1.00E+01  1.133704E+56  1.051179E+56  3.289322E+55  1.551950E+51  1.438980E+51  4.502820E+50
  1.00E+01  1.40E+01  1.232847E+56  1.429092E+56  3.304485E+55  2.381270E+51  2.760320E+51  6.382680E+50
  1.40E+01  1.90E+01  9.620135E+55  1.342788E+56  2.702555E+55  2.552920E+51  3.563390E+51  7.171840E+50
  1.90E+01  2.50E+01  5.199721E+55  8.380209E+55  1.728939E+55  1.838490E+51  2.963030E+51  6.113090E+50
  2.50E+01  3.20E+01  1.911468E+55  3.477092E+55  8.532148E+54  8.750190E+50  1.591720E+51  3.905790E+50
  3.20E+01  4.00E+01  4.757330E+54  9.646135E+54  3.266995E+54  2.749630E+50  5.575250E+50  1.888250E+50
  4.00E+01  4.80E+01  9.130698E+53  2.035206E+54  1.076301E+54  6.445710E+49  1.436730E+50  7.598020E+49
  4.80E+01  5.80E+01  1.183444E+53  2.858925E+53  2.733528E+53  1.006430E+49  2.431300E+49  2.324660E+49
  5.80E+01  6.80E+01  1.175690E+52  3.048934E+52  5.885842E+52  1.187970E+48  3.080780E+48  5.947320E+48
  6.80E+01  8.00E+01  7.988440E+50  2.197853E+51  9.704814E+51  9.481690E+46  2.608690E+47  1.151890E+48
  8.00E+01  9.50E+01  3.103351E+49  9.047117E+49  1.039433E+51  4.355990E+45  1.269890E+46  1.458990E+47
  9.50E+01  1.15E+02  3.529896E+47  1.210872E+48  5.979400E+49  5.947350E+43  2.040140E+44  1.007440E+46
  1.15E+02  1.45E+02  4.292388E+44  1.385448E+45  1.016299E+48  8.960260E+40  2.892090E+41  2.121500E+44
  1.45E+02  1.85E+02  6.434334E+40  2.217226E+41  4.012912E+44  1.705160E+37  5.875860E+37  1.063460E+41
  1.85E+02  2.35E+02  1.010746E+36  3.922305E+36  5.848765E+40  3.408800E+32  1.322820E+33  1.972530E+37
  2.35E+02  3.00E+02  1.160183E+30  5.003705E+30  6.131087E+35  4.984630E+26  2.149800E+27  2.634170E+32
 
  3.392929E-01
  0.00E+00  1.00E+00  1.045106E+54  7.865978E+53  9.158292E+53  9.667550E+47  7.276270E+47  8.471700E+47
  1.00E+00  2.50E+00  9.765175E+54  6.557732E+54  7.105889E+54  2.820580E+49  1.894140E+49  2.052470E+49
  2.50E+00  4.50E+00  3.462454E+55  2.220804E+55  1.781144E+55  1.967880E+50  1.262190E+50  1.012310E+50
  4.50E+00  7.00E+00  7.620467E+55  5.596714E+55  2.741755E+55  7.075550E+50  5.196510E+50  2.545700E+50
  7.00E+00  1.00E+01  1.135596E+56  1.041617E+56  3.292062E+55  1.554540E+51  1.425890E+51  4.506570E+50
  1.00E+01  1.40E+01  1.225827E+56  1.407466E+56  3.306949E+55  2.367710E+51  2.718550E+51  6.387440E+50
  1.40E+01  1.90E+01  9.493596E+55  1.311658E+56  2.704417E+55  2.519340E+51  3.480780E+51  7.176780E+50
  1.90E+01  2.50E+01  5.081585E+55  8.098684E+55  1.730630E+55  1.796720E+51  2.863490E+51  6.119070E+50
  2.50E+01  3.20E+01  1.843050E+55  3.312578E+55  8.551306E+54  8.436990E+50  1.516410E+51  3.914560E+50
  3.20E+01  4.00E+01  4.509690E+54  9.027478E+54  3.282740E+54  2.606500E+50  5.217680E+50  1.897350E+50
  4.00E+01  4.80E+01  8.499156E+53  1.869795E+54  1.091007E+54  5.999880E+49  1.319960E+50  7.701840E+49
  4.80E+01  5.80E+01  1.074288E+53  2.557757E+53  2.782469E+53  9.136010E+48  2.175180E+49  2.366280E+49
  5.80E+01  6.80E+01  1.041749E+52  2.660907E+52  6.127349E+52  1.052630E+48  2.688700E+48  6.191350E+48
  6.80E+01  8.00E+01  6.882398E+50  1.858169E+51  1.026205E+52  8.168900E+46  2.205510E+47  1.218030E+48
  8.00E+01  9.50E+01  2.611039E+49  7.432031E+49  1.139408E+51  3.664960E+45  1.043190E+46  1.599320E+47
  9.50E+01  1.15E+02  2.880771E+47  9.660615E+47  7.019967E+49  4.853670E+43  1.627670E+44  1.182760E+46
  1.15E+02  1.45E+02  3.338730E+44  1.038158E+45  1.529646E+48  6.969520E+40  2.167130E+41  3.193100E+44
  1.45E+02  1.85E+02  4.881786E+40  1.627239E+41  4.088569E+44  1.293720E+37  4.312340E+37  1.083510E+41
  1.85E+02  2.35E+02  7.356760E+35  2.773515E+36  5.921292E+40  2.481110E+32  9.353840E+32  1.996990E+37
  2.35E+02  3.00E+02  7.695088E+29  3.247428E+30  6.182059E+35  3.306130E+26  1.395230E+27  2.656070E+32
 
  3.393322E-01
  0.00E+00  1.00E+00  1.053614E+54  7.850659E+53  9.123752E+53  9.746250E+47  7.262100E+47  8.439750E+47
  1.00E+00  2.50E+00  9.834832E+54  6.550912E+54  7.079023E+54  2.840700E+49  1.892170E+49  2.044710E+49
  2.50E+00  4.50E+00  3.499914E+55  2.217936E+55  1.775003E+55  1.989170E+50  1.260560E+50  1.008820E+50
  4.50E+00  7.00E+00  7.730096E+55  5.558663E+55  2.733149E+55  7.177340E+50  5.161180E+50  2.537710E+50
  7.00E+00  1.00E+01  1.135413E+56  1.024610E+56  3.283632E+55  1.554290E+51  1.402610E+51  4.495030E+50
  1.00E+01  1.40E+01  1.185304E+56  1.357651E+56  3.296496E+55  2.289440E+51  2.622330E+51  6.367250E+50
  1.40E+01  1.90E+01  8.873336E+55  1.229754E+56  2.693221E+55  2.354740E+51  3.263430E+51  7.147070E+50
  1.90E+01  2.50E+01  4.524220E+55  7.274615E+55  1.721794E+55  1.599650E+51  2.572120E+51  6.087830E+50
  2.50E+01  3.20E+01  1.528591E+55  2.787712E+55  8.510456E+54  6.997480E+50  1.276140E+51  3.895860E+50
  3.20E+01  4.00E+01  3.429510E+54  6.969734E+54  3.275058E+54  1.982180E+50  4.028350E+50  1.892910E+50
  4.00E+01  4.80E+01  6.006388E+53  1.331604E+54  1.102847E+54  4.240140E+49  9.400300E+49  7.785420E+49
  4.80E+01  5.80E+01  7.070961E+52  1.678209E+53  2.823448E+53  6.013320E+48  1.427190E+49  2.401130E+49
  5.80E+01  6.80E+01  6.858779E+51  1.721776E+52  6.450514E+52  6.930420E+47  1.739760E+48  6.517890E+48
  6.80E+01  8.00E+01  4.576644E+50  1.206183E+51  1.107996E+52  5.432140E+46  1.431650E+47  1.315110E+48
  8.00E+01  9.50E+01  1.935752E+49  5.323920E+49  1.309666E+51  2.717100E+45  7.472870E+45  1.838300E+47
  9.50E+01  1.15E+02  1.848668E+47  6.553635E+47  9.090892E+49  3.114730E+43  1.104190E+44  1.531680E+46
  1.15E+02  1.45E+02  1.484836E+44  4.651765E+44  2.768601E+48  3.099560E+40  9.710450E+40  5.779390E+44
  1.45E+02  1.85E+02  1.752020E+40  5.908466E+40  4.120681E+44  4.643020E+36  1.565800E+37  1.092020E+41
  1.85E+02  2.35E+02  1.946439E+35  7.384246E+35  5.898223E+40  6.564480E+31  2.490380E+32  1.989210E+37
  2.35E+02  3.00E+02  1.409084E+29  5.958385E+29  6.109604E+35  6.054010E+25  2.559970E+26  2.624940E+32
 
  3.393547E-01
  0.00E+00  1.00E+00  1.059830E+54  7.898852E+53  9.175469E+53  9.803750E+47  7.306680E+47  8.487590E+47
  1.00E+00  2.50E+00  9.916608E+54  6.586191E+54  7.118906E+54  2.864320E+49  1.902360E+49  2.056230E+49
  2.50E+00  4.50E+00  3.539924E+55  2.231202E+55  1.785032E+55  2.011910E+50  1.268100E+50  1.014520E+50
  4.50E+00  7.00E+00  7.853683E+55  5.607732E+55  2.748615E+55  7.292090E+50  5.206740E+50  2.552070E+50
  7.00E+00  1.00E+01  1.165955E+56  1.040039E+56  3.302530E+55  1.596100E+51  1.423730E+51  4.520900E+50
  1.00E+01  1.40E+01  1.238646E+56  1.393959E+56  3.314560E+55  2.392470E+51  2.692460E+51  6.402140E+50
  1.40E+01  1.90E+01  9.509800E+55  1.288272E+56  2.707092E+55  2.523640E+51  3.418720E+51  7.183880E+50
  1.90E+01  2.50E+01  5.052680E+55  7.891712E+55  1.730749E+55  1.786500E+51  2.790310E+51  6.119490E+50
  2.50E+01  3.20E+01  1.819890E+55  3.207002E+55  8.563692E+54  8.330970E+50  1.468080E+51  3.920230E+50
  3.20E+01  4.00E+01  4.430449E+54  8.703659E+54  3.302152E+54  2.560700E+50  5.030520E+50  1.908570E+50
  4.00E+01  4.80E+01  8.436558E+53  1.823884E+54  1.119588E+54  5.955690E+49  1.287550E+50  7.903600E+49
