0.52755E+07 0.158991E+49 0.160048E+49 5000
0.50206E+07 0.122735E+49 0.118216E+49 5040
0.49740E+07 0.920407E+48 0.849418E+48 5080
0.43265E+07 0.963499E+48 0.878279E+48 5120
0.37721E+07 0.127330E+49 0.118178E+49 5160
0.33162E+07 0.182480E+49 0.173055E+49 5200
0.27677E+07 0.280594E+49 0.271029E+49 5240
0.19092E+07 0.383988E+49 0.371392E+49 5280
0.11585E+07 0.752920E+49 0.763469E+49 5320
0.99568E+06 0.866546E+49 0.894373E+49 5360
0.75872E+06 0.630845E+49 0.644840E+49 5400
0.59725E+06 0.832799E+49 0.882282E+49 5440
0.49542E+06 0.106622E+50 0.116306E+50 5480
0.40265E+06 0.135004E+50 0.151448E+50 5520
0.35804E+06 0.117227E+50 0.130791E+50 5560
