-2.1550e-01  0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00       0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00
-2.1450e-01  1.1378103724e-35 2.8098958417e-35 6.3256846506e-35 1.2725415114e-34 2.2798866759e-34 3.4429173427e-34 4.3463205672e-34 4.2588013394e-34 3.1020694396e-34 1.5433840194e-34 4.7007588610e-35 8.0584765397e-36 6.1525504542e-37 1.9527881630e-38       1.6523691102e-40 3.3911422837e-43 0.0000000000e+00 -0.0000000000e+00 0.0000000000e+00 0.0000000000e+00
-2.1350e-01  4.5085184690e-35 1.1133069115e-34 2.5064427786e-34 5.0423211296e-34 9.0339018381e-34 1.3642570704e-33 1.7222198958e-33 1.6875556694e-33 1.2292603604e-33 6.1161485352e-34 1.8629639696e-34 3.1936884335e-35 2.4378964701e-36 7.7377302177e-38       6.5473288538e-40 1.3410426304e-42 0.0000000000e+00 -0.0000000000e+00 0.0000000000e+00 0.0000000000e+00
-2.1250e-01  1.0039954648e-34 2.4790172556e-34 5.5814106449e-34 1.1228556220e-33 2.0117413993e-33 3.0380827821e-33 3.8352159908e-33 3.7580499294e-33 2.7375799573e-33 1.3621048137e-33 4.1491970522e-34 7.1130190578e-35 5.4288740095e-36 1.7230844601e-37       1.4579964015e-39 2.9861670275e-42 1.4012984643e-45 -0.0000000000e+00 0.0000000000e+00 0.0000000000e+00
-2.1150e-01  1.7662595850e-34 4.3608842994e-34 9.8188143136e-34 1.9753580125e-33 3.5391442286e-33 5.3448148561e-33 6.7472038612e-33 6.6115055281e-33 4.8164213292e-33 2.3965119244e-33 7.3006436830e-34 1.2515731717e-34 9.5510709666e-36 3.0314334520e-37       2.5650600234e-39 5.2520666443e-42 1.4012984643e-45 -0.0000000000e+00 0.0000000000e+00 0.0000000000e+00
-2.1050e-01  2.7314661469e-34 6.7436150219e-34 1.5184352768e-33 3.0548486376e-33 5.4732747155e-33 8.2658771756e-33 1.0434794292e-32 1.0225036141e-32 7.4492105569e-33 3.7066249903e-33 1.1292478317e-33 1.9359427685e-34 1.4771804129e-35 4.6884487074e-37       3.9671488200e-39 8.1233271977e-42 2.8025969287e-45 -0.0000000000e+00 0.0000000000e+00 0.0000000000e+00
-2.0950e-01  3.8959753652e-34 9.6182097742e-34 2.1657880973e-33 4.3572838887e-33 7.8069120185e-33 1.1790405234e-32 1.4884353385e-32 1.4585316439e-32 1.0626346239e-32 5.2877052998e-33 1.6110464155e-33 2.7619899699e-34 2.1072334750e-35 6.6881886086e-37       5.6592363339e-39 1.1587337002e-41 2.8025969287e-45 -0.0000000000e+00 0.0000000000e+00 0.0000000000e+00
-2.0850e-01  5.2574600138e-34 1.2978931593e-33 2.9226582367e-33 5.8800934739e-33 1.0535477587e-32 1.5911522390e-32 2.0087297093e-32 1.9683977635e-32 1.4341837763e-32 7.1368133823e-33 2.1745839175e-33 3.7282346173e-34 2.8441171914e-35 9.0270113491e-37       7.6382425109e-39 1.5639892160e-41 4.2038953930e-45 -0.0000000000e+00 0.0000000000e+00 0.0000000000e+00
-2.0750e-01  6.8122964936e-34 1.6816860955e-33 3.7870460690e-33 7.6192612431e-33 1.3651802008e-32 2.0618439808e-32 2.6030108701e-32 2.5507813051e-32 1.8586168767e-32 9.2492553419e-33 2.8184488258e-33 4.8322800337e-34 3.6859892559e-35 1.1699077214e-36       9.8992277740e-39 2.0269782286e-41 5.6051938573e-45 -0.0000000000e+00 0.0000000000e+00 0.0000000000e+00
-2.0650e-01  8.5372123122e-34 2.1074595166e-33 4.7460286867e-33 9.5487926083e-33 1.7109332031e-32 2.5840880559e-32 3.2624167689e-32 3.1970008021e-32 2.3296167450e-32 1.1593631888e-32 3.5330871267e-33 6.0577682511e-34 4.6203677896e-35 1.4664776315e-36       1.2408675867e-38 2.5408343755e-41 7.0064923216e-45 -0.0000000000e+00 0.0000000000e+00 0.0000000000e+00
-2.0550e-01  1.0433198375e-33 2.5754625723e-33 5.8001734496e-33 1.1669834044e-32 2.0910149017e-32 3.1582012601e-32 3.9873582410e-32 3.9074631226e-32 2.8474887158e-32 1.4171496877e-32 4.3189877521e-33 7.4055597681e-34 5.6479042507e-35 1.7926184818e-36       1.5168346819e-38 3.1058379163e-41 8.4077907860e-45 -0.0000000000e+00 0.0000000000e+00 0.0000000000e+00
-2.0450e-01  1.2496423304e-33 3.0847550506e-33 6.9473655699e-33 1.3978133933e-32 2.5046654862e-32 3.7830393965e-32 4.7764000078e-32 4.6807644322e-32 3.4112176029e-32 1.6977832417e-32 5.1746348656e-33 8.8730758438e-34 6.7666322115e-35 2.1477067055e-36       1.8172967546e-38 3.7211480720e-41 9.8090892503e-45 -0.0000000000e+00 0.0000000000e+00 0.0000000000e+00
