0.52755E+07 0.158991E+49 0.155754E+49 5000
0.50206E+07 0.122735E+49 0.115322E+49 5040
0.49740E+07 0.920407E+48 0.832016E+48 5080
0.43265E+07 0.963499E+48 0.861792E+48 5120
0.37721E+07 0.127330E+49 0.115765E+49 5160
0.33162E+07 0.182480E+49 0.169363E+49 5200
0.27677E+07 0.280594E+49 0.265905E+49 5240
0.19092E+07 0.383988E+49 0.366915E+49 5280
0.11585E+07 0.752920E+49 0.754447E+49 5320
0.99568E+06 0.866546E+49 0.881136E+49 5360
0.75872E+06 0.630845E+49 0.631109E+49 5400
0.59725E+06 0.832799E+49 0.861633E+49 5440
0.49542E+06 0.106622E+50 0.113394E+50 5480
0.40265E+06 0.135004E+50 0.147471E+50 5520
0.35804E+06 0.117227E+50 0.127260E+50 5560
0.32184E+06 0.128241E+50 0.147268E+50 5600
0.31800E+06 0.122862E+50 0.148954E+50 5640
0.78712E+05 0.633122E+50 0.917559E+50 5800
0.72814E+05 0.724545E+50 0.106696E+51 5840
0.46361E+05 0.517570E+50 0.690541E+50 6000
0.37633E+05 0.532775E+50 0.704143E+50 6020
0.30425E+05 0.571041E+50 0.752822E+50 6040
0.19630E+05 0.702820E+50 0.933383E+50 6080
0.15730E+05 0.798095E+50 0.106863E+51 6100
0.12603E+05 0.915368E+50 0.123834E+51 6120
0.10139E+05 0.105685E+51 0.144774E+51 6140
0.52230E+04 0.165734E+51 0.237636E+51 6200
0.42754E+04 0.193863E+51 0.283126E+51 6220
0.35386E+04 0.226786E+51 0.337631E+51 6240
0.20446E+04 0.358824E+51 0.564589E+51 6300
0.18231E+04 0.380643E+51 0.601052E+51 6320
0.17092E+04 0.378961E+51 0.595127E+51 6340
0.99959E+03 0.541377E+51 0.883318E+51 6400
0.79897E+03 0.628389E+51 0.104505E+52 6420
0.64088E+03 0.739449E+51 0.125894E+52 6440
0.40035E+03 0.103695E+52 0.185685E+52 6500
0.28336E+03 0.128807E+52 0.238099E+52 6540
0.19552E+03 0.159589E+52 0.304207E+52 6580
0.15884E+03 0.176385E+52 0.341312E+52 6600
0.12813E+03 0.195337E+52 0.383440E+52 6620
0.10414E+03 0.216265E+52 0.430969E+52 6640
0.56859E+02 0.296567E+52 0.622347E+52 6700
0.39796E+02 0.366836E+52 0.798461E+52 6740
0.23338E+02 0.498382E+52 0.114451E+53 6800
0.16625E+02 0.600456E+52 0.142569E+53 6840
0.98070E+01 0.785384E+52 0.195783E+53 6900
0.68022E+01 0.926243E+52 0.238076E+53 6940
0.38267E+01 0.116509E+53 0.312738E+53 7000
0.25050E+01 0.134042E+53 0.369496E+53 7040
0.11739E+01 0.162535E+53 0.465548E+53 7100
0.58960E+00 0.184031E+53 0.540163E+53 7140
0.13197E+00 0.206731E+53 0.621378E+53 7200
0.13179E-01 0.215196E+53 0.652207E+53 7225
