-1.4950e-01  0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00       0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00
-1.4850e-01  1.1593188196e-35 2.8624828557e-35 6.4461234600e-35 1.2969234912e-34 2.3239208779e-34 3.5100178664e-34 4.4320940022e-34 4.3433878006e-34 3.1653133315e-34 1.5754364443e-34 4.8015052702e-35 8.2339770427e-36 6.2814703613e-37 1.9937611492e-38       1.6870512472e-40 3.4612072069e-43 0.0000000000e+00 -0.0000000000e+00 0.0000000000e+00 0.0000000000e+00
-1.4750e-01  4.5484631790e-35 1.1229347153e-34 2.5288729098e-34 5.0880037788e-34 9.1169459222e-34 1.3770098984e-33 1.7386617557e-33 1.7038507762e-33 1.2416994784e-33 6.1800541019e-34 1.8835320213e-34 3.2298833855e-35 2.4636125614e-36 7.8195127987e-38       6.6165810239e-40 1.3550556150e-42 0.0000000000e+00 -0.0000000000e+00 0.0000000000e+00 0.0000000000e+00
-1.4650e-01  1.0048921236e-34 2.4806820036e-34 5.5867954192e-34 1.1240596771e-33 2.0141498771e-33 3.0421700127e-33 3.8410761975e-33 3.7641793978e-33 2.7432528196e-33 1.3653520250e-33 4.1614387239e-34 7.1359572688e-35 5.4421919501e-36 1.7273431743e-37       1.4616103502e-39 2.9931735198e-42 1.4012984643e-45 -0.0000000000e+00 0.0000000000e+00 0.0000000000e+00
-1.4550e-01  1.7565710550e-34 4.3359537172e-34 9.7655175834e-34 1.9648441339e-33 3.5207286403e-33 5.3177678332e-33 6.7142047961e-33 6.5798208125e-33 4.7953876945e-33 2.3867621172e-33 7.2749481112e-34 1.2474938390e-34 9.5126098304e-36 3.0192757865e-37       2.5547899069e-39 5.2310471673e-42 1.4012984643e-45 -0.0000000000e+00 0.0000000000e+00 0.0000000000e+00
-1.4450e-01  2.7062368698e-34 6.6796929248e-34 1.5044766487e-33 3.0270841958e-33 5.4241544800e-33 8.1928429769e-33 1.0344240819e-32 1.0137269325e-32 7.3883412554e-33 3.6774033028e-33 1.1209489334e-33 1.9221948800e-34 1.4655557610e-35 4.6516212385e-37       3.9360119682e-39 8.0602687668e-42 2.8025969287e-45 -0.0000000000e+00 0.0000000000e+00 0.0000000000e+00
-1.4350e-01  3.8424088683e-34 9.4835357741e-34 2.1360765592e-33 4.2979559541e-33 7.7014679712e-33 1.1632748666e-32 1.4687500693e-32 1.4393743185e-32 1.0491021126e-32 5.2218313311e-33 1.5918155116e-33 2.7296707629e-34 2.0809564697e-35 6.6048716618e-37       5.5887720406e-39 1.1444404558e-41 2.8025969287e-45 -0.0000000000e+00 0.0000000000e+00 0.0000000000e+00
-1.4250e-01  5.1405644475e-34 1.2686959000e-33 2.8577285206e-33 5.7500558807e-33 1.0303585612e-32 1.5563380636e-32 1.9650496617e-32 1.9257658160e-32 1.4036763184e-32 6.9868981796e-33 2.1300062329e-33 3.6526393103e-34 2.7842700074e-35 8.8371585006e-37       7.4776396939e-39 1.5311988320e-41 4.2038953930e-45 -0.0000000000e+00 0.0000000000e+00 0.0000000000e+00
-1.4150e-01  6.5989562075e-34 1.6285664242e-33 3.6684702804e-33 7.3814535932e-33 1.3227067981e-32 1.9979567444e-32 2.5226772923e-32 2.4722709190e-32 1.8021045450e-32 8.9703832662e-33 2.7348561165e-33 4.6899772590e-34 3.5746295332e-35 1.1345733864e-36       9.6002943778e-39 1.9657414857e-41 5.6051938573e-45 -0.0000000000e+00 0.0000000000e+00 0.0000000000e+00
-1.4050e-01  8.2092842858e-34 2.0259200653e-33 4.5636995947e-33 9.1828928083e-33 1.6455345749e-32 2.4856312940e-32 3.1384841056e-32 3.0758073346e-32 2.2421470348e-32 1.1161166782e-32 3.4029885547e-33 5.8359111411e-34 4.4476278042e-35 1.4116616158e-36       1.1944904929e-38 2.4458263396e-41 7.0064923216e-45 -0.0000000000e+00 0.0000000000e+00 0.0000000000e+00
-1.3950e-01  9.9711143005e-34 2.4606524063e-33 5.5431839359e-33 1.1153908104e-32 1.9987603417e-32 3.0192396077e-32 3.8123233118e-32 3.7362326808e-32 2.7237053403e-32 1.3558779263e-32 4.1342687331e-33 7.0902251433e-34 5.4031018124e-35 1.7149292393e-36       1.4511038347e-38 2.9713132638e-41 8.4077907860e-45 -0.0000000000e+00 0.0000000000e+00 0.0000000000e+00
-1.3850e-01  1.1876891864e-33 2.9309028602e-33 6.6027319321e-33 1.3286067512e-32 2.3808737353e-32 3.5965016673e-32 4.5413205332e-32 4.4507310611e-32 3.2447299870e-32 1.6153035051e-32 4.9255961018e-33 8.4476102553e-34 6.4370076391e-35 2.0430931610e-36       1.7287838773e-38 3.5399601806e-41 9.8090892503e-45 -0.0000000000e+00 0.0000000000e+00 0.0000000000e+00
-1.3750e-01  1.3919375746e-33 3.4348877980e-33 7.7383270659e-33 1.5571290243e-32 2.7904281629e-32 4.2152339922e-32 5.3227242316e-32 5.2166082423e-32 3.8032608381e-32 1.8934194441e-32 5.7740062107e-33 9.9029953212e-34 7.5454856105e-35 2.3949287580e-36       2.0264946405e-38 4.1495250126e-41 1.1210387715e-44 -0.0000000000e+00 0.0000000000e+00 0.0000000000e+00
-1.3650e-01  1.6093584791e-33 3.9713830523e-33 8.9472105991e-33 1.8004025761e-32 3.2264298910e-32 4.8739363576e-32 6.1546462691e-32 6.0320145842e-32 4.3979525402e-32 2.1895576216e-32 6.6774676589e-33 1.1452906663e-33 8.7258966042e-35 2.7695985695e-36       2.3435273478e-38 4.7986064612e-41 1.2611686179e-44 -0.0000000000e+00 0.0000000000e+00 0.0000000000e+00
-1.3550e-01  1.8400290417e-33 4.5405831310e-33 1.0229818199e-32 2.0585148338e-32 3.6890362888e-32 5.5728470951e-32 7.0373925680e-32 6.8972513070e-32 5.0290263803e-32 2.5038288281e-32 7.6363198702e-33 1.3097933865e-33 9.9787015196e-35 3.1672498552e-36       2.6800065746e-38 5.4876249161e-41 1.5414283108e-44 -0.0000000000e+00 0.0000000000e+00 0.0000000000e+00
