    67.430       0.34328E+07   0.30797E+07   0.27175E+07   0.23602E+07   0.20086E+07   0.16802E+07   0.13806E+07   0.11130E+07   0.87666E+06   0.67816E+06   0.51231E+06   0.37848E+06   0.27314E+06   0.19274E+06   0.13212E+06    88748.        58037.        36849.        22688.        13606.        7883.4        4421.2        2416.4        1265.4        643.24        312.69        146.76        65.903        28.442        11.707        4.5969        1.7143       0.61251       0.20468       0.65199E-01   0.19637E-01   0.55278E-02   0.14623E-02   0.36286E-03   0.83376E-04   0.17851E-04   0.35437E-05   0.65097E-06   0.10992E-06   0.16830E-07   0.23519E-08   0.29248E-09   0.33233E-10   0.33421E-11   0.28309E-12   0.20064E-13   0.12591E-14   0.68610E-16   0.33237E-17   0.13138E-18   0.45108E-20   0.13193E-21   0.18473E-19   0.35640E-21   0.49750E-23   0.42667E-25   0.92598E-28   0.92296E-19   0.17512E-20   0.24348E-22   0.20660E-24   0.41978E-27   0.45953E-18   0.86813E-20   0.12066E-21   0.10223E-23   0.19997E-26   0.22988E-17   0.43199E-19   0.59997E-21   0.50646E-23   0.97530E-26   0.11512E-16   0.21561E-18   0.29916E-20
    67.430       0.32538E+07   0.28918E+07   0.25281E+07   0.21755E+07   0.18398E+07   0.15290E+07   0.12468E+07   0.99825E+06   0.78463E+06   0.60552E+06   0.45599E+06   0.33711E+06   0.24262E+06   0.17108E+06   0.11790E+06    79281.        51894.        32957.        20440.        12265.        7148.6        4030.4        2198.0        1159.9        588.14        286.47        135.78        61.225        26.459        10.924        4.2937        1.6157       0.57657       0.19455       0.62143E-01   0.18672E-01   0.52733E-02   0.13932E-02   0.34699E-03   0.80171E-04   0.17252E-04   0.33931E-05   0.62683E-06   0.10436E-06   0.16079E-07   0.22487E-08   0.28088E-09   0.31464E-10   0.29482E-11   0.24011E-12   0.17143E-13   0.10770E-14   0.59068E-16   0.28701E-17   0.11234E-18   0.39428E-20   0.11543E-21   0.18410E-19   0.35535E-21   0.49852E-23   0.42435E-25   0.91891E-28   0.92029E-19   0.17531E-20   0.24453E-22   0.20582E-24   0.42014E-27   0.45941E-18   0.86969E-20   0.12137E-21   0.10123E-23   0.19998E-26   0.22948E-17   0.43281E-19   0.60192E-21   0.50577E-23   0.97341E-26   0.11455E-16   0.21604E-18   0.30048E-20
    67.430       0.34985E+06   0.32073E+06   0.28876E+06   0.25574E+06   0.22275E+06   0.19000E+06   0.15897E+06   0.13054E+06   0.10494E+06    82598.        63520.        47835.        35131.        25198.        17613.        12055.        7999.4        5152.7        3224.3        1972.1        1161.9        663.58        365.36        194.25        99.989        49.232        23.518        10.677        4.6306        1.9348       0.76640       0.29070       0.10451       0.35556E-01   0.11374E-01   0.34570E-02   0.98516E-03   0.26276E-03   0.65323E-04   0.15219E-04   0.32766E-05   0.65577E-06   0.12090E-06   0.20362E-07   0.31592E-08   0.43826E-09   0.55252E-10   0.63177E-11   0.61590E-12   0.50838E-13   0.36461E-14   0.22997E-15   0.12555E-16   0.61196E-18   0.24181E-19   0.83862E-21   0.24474E-22   0.36208E-20   0.69904E-22   0.97435E-24   0.83479E-26   0.17505E-28   0.18713E-19   0.35586E-21   0.49391E-23   0.41841E-25   0.83132E-28   0.95197E-19   0.17988E-20   0.24935E-22   0.21008E-24   0.40549E-27   0.48169E-18   0.90683E-20   0.12573E-21   0.10504E-23   0.20053E-26   0.24299E-17   0.45621E-19   0.63255E-21
    67.430       0.34252E+06   0.31293E+06   0.28154E+06   0.24867E+06   0.21552E+06   0.18374E+06   0.15366E+06   0.12606E+06   0.10108E+06    79676.        61371.        46252.        33985.        24333.        17049.        11667.        7737.3        4997.7        3135.1        1921.5        1128.7        647.18        356.24        190.49        98.141        48.277        23.007        10.456        4.5548        1.9072       0.75802       0.28760       0.10348       0.35082E-01   0.11253E-01   0.34277E-02   0.97536E-03   0.26093E-03   0.65007E-04   0.14994E-04   0.32571E-05   0.64620E-06   0.11953E-06   0.20252E-07   0.31275E-08   0.43841E-09   0.55087E-10   0.62385E-11   0.59914E-12   0.49567E-13   0.35283E-14   0.22179E-15   0.12243E-16   0.59533E-18   0.23272E-19   0.81435E-21   0.23853E-22   0.36168E-20   0.69816E-22   0.97440E-24   0.83420E-26   0.17350E-28   0.18650E-19   0.35628E-21   0.49352E-23   0.41637E-25   0.82607E-28   0.95029E-19   0.18011E-20   0.24934E-22   0.21018E-24   0.40625E-27   0.48093E-18   0.90781E-20   0.12571E-21   0.10580E-23   0.20144E-26   0.24287E-17   0.45699E-19   0.63241E-21
    67.019       0.34582E+07   0.31028E+07   0.27383E+07   0.23786E+07   0.20245E+07   0.16937E+07   0.13920E+07   0.11223E+07   0.88423E+06   0.68416E+06   0.51696E+06   0.38201E+06   0.27576E+06   0.19465E+06   0.13347E+06    89686.        58671.        37266.        22954.        13772.        7983.2        4479.3        2449.5        1283.4        652.78        317.53        149.12        67.010        28.941        11.921        4.6846        1.7484       0.62526       0.20912       0.66676E-01   0.20101E-01   0.56643E-02   0.15000E-02   0.37263E-03   0.85720E-04   0.18374E-04   0.36520E-05   0.67166E-06   0.11357E-06   0.17411E-07   0.24379E-08   0.30374E-09   0.34583E-10   0.34854E-11   0.29560E-12   0.20993E-13   0.13202E-14   0.72084E-16   0.34937E-17   0.13899E-18   0.47852E-20   0.14040E-21   0.18465E-19   0.35625E-21   0.49729E-23   0.42649E-25   0.92565E-28   0.92255E-19   0.17504E-20   0.24337E-22   0.20651E-24   0.41960E-27   0.45933E-18   0.86775E-20   0.12061E-21   0.10218E-23   0.19988E-26   0.22979E-17   0.43180E-19   0.59970E-21   0.50624E-23   0.97487E-26   0.11506E-16   0.21551E-18   0.29903E-20
    67.019       0.32784E+07   0.29141E+07   0.25480E+07   0.21931E+07   0.18550E+07   0.15419E+07   0.12576E+07   0.10071E+07   0.79178E+06   0.61119E+06   0.46038E+06   0.34044E+06   0.24509E+06   0.17288E+06   0.11917E+06    80165.        52492.        33349.        20691.        12421.        7243.1        4085.6        2229.3        1177.0        597.15        291.02        138.03        62.278        26.934        11.128        4.3770        1.6484       0.58872       0.19882       0.63565E-01   0.19118E-01   0.54048E-02   0.14294E-02   0.35642E-03   0.82437E-04   0.17760E-04   0.34968E-05   0.64681E-06   0.10784E-06   0.16641E-07   0.23319E-08   0.29182E-09   0.32753E-10   0.30755E-11   0.25080E-12   0.17943E-13   0.11297E-14   0.62078E-16   0.30175E-17   0.11886E-18   0.41830E-20   0.12285E-21   0.18402E-19   0.35520E-21   0.49830E-23   0.42417E-25   0.91857E-28   0.91988E-19   0.17523E-20   0.24442E-22   0.20573E-24   0.41996E-27   0.45921E-18   0.86931E-20   0.12132E-21   0.10118E-23   0.19989E-26   0.22939E-17   0.43262E-19   0.60166E-21   0.50554E-23   0.97299E-26   0.11450E-16   0.21595E-18   0.30034E-20
    67.019       0.35257E+06   0.32327E+06   0.29107E+06   0.25783E+06   0.22460E+06   0.19161E+06   0.16035E+06   0.13170E+06   0.10589E+06    83363.        64124.        48302.        35483.        25458.        17800.        12187.        8090.2        5213.2        3263.5        1996.9        1177.1        672.58        370.50        197.09        101.51        50.011        23.906        10.860        4.7132        1.9708       0.78124       0.29657       0.10670       0.36336E-01   0.11634E-01   0.35393E-02   0.10097E-02   0.26959E-03   0.67094E-04   0.15650E-04   0.33730E-05   0.67589E-06   0.12476E-06   0.21040E-07   0.32689E-08   0.45441E-09   0.57394E-10   0.65759E-11   0.64244E-12   0.53097E-13   0.38157E-14   0.24119E-15   0.13194E-16   0.64321E-18   0.25585E-19   0.88976E-21   0.26048E-22   0.36192E-20   0.69874E-22   0.97393E-24   0.83444E-26   0.17499E-28   0.18704E-19   0.35571E-21   0.49370E-23   0.41823E-25   0.83096E-28   0.95154E-19   0.17980E-20   0.24924E-22   0.20999E-24   0.40532E-27   0.48149E-18   0.90644E-20   0.12568E-21   0.10500E-23   0.20044E-26   0.24288E-17   0.45601E-19   0.63227E-21
    67.019       0.34520E+06   0.31543E+06   0.28383E+06   0.25073E+06   0.21734E+06   0.18532E+06   0.15501E+06   0.12719E+06   0.10201E+06    80429.        61964.        46711.        34331.        24588.        17234.        11797.        7826.5        5057.2        3173.7        1946.0        1143.6        656.05        361.30        193.31        99.645        49.047        23.387        10.636        4.6366        1.9428       0.77277       0.29342       0.10566       0.35853E-01   0.11511E-01   0.35097E-02   0.99971E-03   0.26773E-03   0.66772E-04   0.15419E-04   0.33530E-05   0.66603E-06   0.12334E-06   0.20928E-07   0.32363E-08   0.45460E-09   0.57228E-10   0.64940E-11   0.62500E-12   0.51773E-13   0.36928E-14   0.23263E-15   0.12867E-16   0.62576E-18   0.24624E-19   0.86400E-21   0.25388E-22   0.36153E-20   0.69786E-22   0.97399E-24   0.83385E-26   0.17344E-28   0.18641E-19   0.35612E-21   0.49330E-23   0.41619E-25   0.82572E-28   0.94987E-19   0.18003E-20   0.24923E-22   0.21009E-24   0.40607E-27   0.48074E-18   0.90741E-20   0.12565E-21   0.10575E-23   0.20136E-26   0.24276E-17   0.45679E-19   0.63213E-21
    66.628       0.34830E+07   0.31255E+07   0.27587E+07   0.23967E+07   0.20402E+07   0.17071E+07   0.14033E+07   0.11316E+07   0.89174E+06   0.69012E+06   0.52159E+06   0.38552E+06   0.27838E+06   0.19656E+06   0.13481E+06    90624.        59307.        37685.        23222.        13938.        8083.5        4537.8        2482.8        1301.6        662.42        322.41        151.51        68.130        29.446        12.138        4.7734        1.7830       0.63819       0.21363       0.68178E-01   0.20574E-01   0.58033E-02   0.15384E-02   0.38260E-03   0.88117E-04   0.18910E-04   0.37630E-05   0.69291E-06   0.11732E-06   0.18008E-07   0.25266E-08   0.31538E-09   0.35981E-10   0.36342E-11   0.30862E-12   0.21962E-13   0.13841E-14   0.75726E-16   0.36719E-17   0.14702E-18   0.50757E-20   0.14940E-21   0.18446E-19   0.35607E-21   0.49704E-23   0.42628E-25   0.92525E-28   0.92206E-19   0.17495E-20   0.24325E-22   0.20640E-24   0.41939E-27   0.45908E-18   0.86730E-20   0.12054E-21   0.10213E-23   0.19978E-26   0.22967E-17   0.43157E-19   0.59939E-21   0.50597E-23   0.97436E-26   0.11500E-16   0.21540E-18   0.29887E-20
    66.628       0.33024E+07   0.29360E+07   0.25676E+07   0.22103E+07   0.18699E+07   0.15546E+07   0.12683E+07   0.10159E+07   0.79884E+06   0.61679E+06   0.46472E+06   0.34374E+06   0.24753E+06   0.17466E+06   0.12044E+06    81045.        53087.        33740.        20943.        12577.        7337.6        4140.9        2260.6        1194.2        606.21        295.61        140.29        63.339        27.413        11.334        4.4612        1.6814       0.60103       0.20315       0.65008E-01   0.19571E-01   0.55388E-02   0.14664E-02   0.36604E-03   0.84753E-04   0.18279E-04   0.36031E-05   0.66731E-06   0.11142E-06   0.17219E-07   0.24179E-08   0.30313E-09   0.34090E-10   0.32077E-11   0.26193E-12   0.18778E-13   0.11847E-14   0.65233E-16   0.31719E-17   0.12573E-18   0.44372E-20   0.13074E-21   0.18382E-19   0.35502E-21   0.49805E-23   0.42396E-25   0.91816E-28   0.91939E-19   0.17514E-20   0.24429E-22   0.20563E-24   0.41975E-27   0.45897E-18   0.86885E-20   0.12125E-21   0.10113E-23   0.19979E-26   0.22927E-17   0.43239E-19   0.60134E-21   0.50528E-23   0.97248E-26   0.11444E-16   0.21583E-18   0.30019E-20
